시군명,발생년도,발생일자,주야구분명,사고요일,사고유형_대분류,사고유형,법규위반내용,도로형태_대분류,도로형태,당사자1_대분류,당사자1_차종,당사자2_대분류,당사자2_차종,사망자수,중상자수,부상자수,부상신고자수,경상자수
안양시,2017,2017-10-12 09시,주간,목요일,차대사람,차도통행중,교차로 통행방법 위반,교차로,교차로내,건설기계,건설기계,보행자,보행자,1,0,1,0,0
이천시,2017,2017-10-11 23시,야간,수요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,2,4,0,1
의정부시,2017,2017-10-11 04시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-10-10 14시,주간,화요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,건설기계,건설기계,1,0,2,0,1
화성시,2017,2017-10-10 07시,주간,화요일,차대사람,기타,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-10-09 19시,야간,월요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,0,1,0,0
이천시,2017,2017-10-09 12시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-10-08 11시,주간,일요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,터널안,승용차,승용차,보행자,보행자,1,0,1,0,0
이천시,2017,2017-10-08 11시,주간,일요일,차대차,기타,중앙선 침범,단일로,기타단일로,자전거,자전거,화물차,화물차,1,0,2,0,1
여주시,2017,2017-10-06 19시,야간,금요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
포천시,2017,2017-10-06 06시,주간,금요일,차량단독,전도,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,없음,없음,1,0,1,0,0
화성시,2017,2017-10-05 01시,야간,목요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
가평군,2017,2017-10-03 01시,야간,화요일,차량단독,기타,안전운전 의무 불이행,단일로,교량위,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0
용인시,2017,2017-10-02 20시,야간,월요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승용차,승용차,이륜차,이륜차,1,0,1,0,0
안양시,2017,2017-10-02 05시,야간,월요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,원동기장치자전거,원동기장치자전거,1,0,1,0,0
의정부시,2017,2017-10-02 04시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,승용차,승용차,1,1,2,0,0
고양시,2017,2017-10-01 19시,야간,일요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,1,1,2,0,0
의왕시,2017,2017-10-01 19시,야간,일요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,1,2,0,0
김포시,2017,2017-10-01 16시,주간,일요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,승합차,자전거,자전거,1,0,1,0,0
남양주시,2017,2017-10-01 11시,주간,일요일,차대차,추돌,안전운전 의무 불이행,기타,기타,승용차,승용차,화물차,화물차,1,1,3,0,1
안산시,2017,2017-09-30 21시,야간,토요일,차대차,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,원동기장치자전거,승용차,승용차,1,1,2,0,0
용인시,2017,2017-09-30 06시,주간,토요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
오산시,2017,2017-09-29 20시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,이륜차,이륜차,1,0,1,0,0
이천시,2017,2017-09-29 14시,주간,금요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0
안산시,2017,2017-09-29 07시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,화물차,화물차,1,0,1,0,0
용인시,2017,2017-09-28 22시,야간,목요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,화물차,화물차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-09-28 20시,야간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
의정부시,2017,2017-09-28 17시,주간,목요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,원동기장치자전거,승합차,승합차,1,0,1,0,0
평택시,2017,2017-09-28 05시,야간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승용차,승용차,승용차,승용차,1,0,2,0,1
김포시,2017,2017-09-27 16시,주간,수요일,차대사람,기타,신호위반,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0
연천군,2017,2017-09-27 10시,주간,수요일,차량단독,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,사륜오토바이(ATV),사륜오토바이(ATV),없음,없음,1,0,1,0,0
안산시,2017,2017-09-27 04시,야간,수요일,차대사람,횡단중,보행자 보호의무 위반,교차로,교차로횡단보도내,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-09-27 02시,야간,수요일,차대차,추돌,안전거리 미확보,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,1,0,0
의정부시,2017,2017-09-26 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,보행자,보행자,1,0,1,0,0
파주시,2017,2017-09-26 15시,주간,화요일,차대차,측면충돌,중앙선 침범,단일로,기타단일로,자전거,자전거,승용차,승용차,1,0,1,0,0
성남시,2017,2017-09-26 00시,야간,화요일,차대사람,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-09-25 20시,야간,월요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,자전거,자전거,1,0,1,0,0
파주시,2017,2017-09-25 18시,야간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,농기계,농기계,1,1,2,0,0
성남시,2017,2017-09-25 13시,주간,월요일,차대사람,횡단중,안전운전 의무 불이행,기타,기타,화물차,화물차,보행자,보행자,1,0,1,0,0
하남시,2017,2017-09-23 17시,주간,토요일,차대사람,횡단중,신호위반,교차로,교차로횡단보도내,이륜차,이륜차,보행자,보행자,1,0,1,0,0
안성시,2017,2017-09-23 13시,주간,토요일,차대차,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,건설기계,건설기계,1,1,3,0,1
안산시,2017,2017-09-23 06시,주간,토요일,차대사람,횡단중,신호위반,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-09-23 05시,야간,토요일,차대사람,횡단중,안전운전 의무 불이행,교차로,교차로부근,화물차,화물차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-09-23 04시,야간,토요일,차량단독,전도전복,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,없음,없음,1,1,2,0,0
안양시,2017,2017-09-22 18시,야간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로횡단보도내,승합차,승합차,자전거,자전거,1,0,2,0,1
파주시,2017,2017-09-22 17시,주간,금요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,건설기계,건설기계,보행자,보행자,1,0,1,0,0
고양시,2017,2017-09-22 12시,주간,금요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,이륜차,이륜차,1,0,1,0,0
광주시,2017,2017-09-21 16시,주간,목요일,차대사람,길가장자리구역통행중,안전운전 의무 불이행,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-09-21 14시,주간,목요일,차대차,측면충돌,차로위반(진로변경 위반),단일로,기타단일로,원동기장치자전거,원동기장치자전거,승용차,승용차,1,0,1,0,0
화성시,2017,2017-09-21 08시,주간,목요일,차대사람,차도통행중,보행자 보호의무 위반,교차로,교차로내,승용차,승용차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-09-21 06시,주간,목요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로내,화물차,화물차,보행자,보행자,1,0,1,0,0
화성시,2017,2017-09-21 02시,야간,목요일,차대차,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,화물차,화물차,1,0,1,0,0
수원시,2017,2017-09-20 23시,야간,수요일,차대사람,기타,안전운전 의무 불이행,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-09-20 21시,야간,수요일,차대사람,보도통행중,보행자 보호의무 위반,교차로,교차로횡단보도내,승합차,승합차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-09-20 20시,야간,수요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
가평군,2017,2017-09-19 18시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-09-19 11시,주간,화요일,차량단독,공작물충돌,안전운전 의무 불이행,단일로,터널안,승용차,승용차,없음,없음,1,0,1,0,0
고양시,2017,2017-09-18 13시,주간,월요일,차대차,추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,화물차,화물차,1,0,3,2,0
수원시,2017,2017-09-18 02시,야간,월요일,차량단독,기타,안전운전 의무 불이행,단일로,터널안,승합차,승합차,없음,없음,1,0,1,0,0
부천시,2017,2017-09-17 05시,야간,일요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
평택시,2017,2017-09-17 02시,야간,일요일,차대차,측면충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,승용차,승용차,1,0,1,0,0
하남시,2017,2017-09-16 22시,야간,토요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,이륜차,이륜차,1,0,1,0,0
군포시,2017,2017-09-16 12시,주간,토요일,차대차,기타,신호위반,교차로,교차로내,이륜차,이륜차,승용차,승용차,1,0,1,0,0
안산시,2017,2017-09-14 17시,주간,목요일,차대차,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,이륜차,이륜차,1,0,1,0,0
양주시,2017,2017-09-14 14시,주간,목요일,차량단독,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,2,3,0,0
안산시,2017,2017-09-14 12시,주간,목요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안양시,2017,2017-09-14 07시,주간,목요일,차대차,측면충돌,신호위반,교차로,교차로내,승합차,승합차,자전거,자전거,1,0,1,0,0
평택시,2017,2017-09-13 18시,야간,수요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,이륜차,없음,없음,1,0,1,0,0
김포시,2017,2017-09-13 06시,주간,수요일,차대차,기타,신호위반,교차로,교차로횡단보도내,승합차,승합차,자전거,자전거,1,0,1,0,0
안산시,2017,2017-09-12 22시,야간,화요일,차대사람,횡단중,과속,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,2,0,1
평택시,2017,2017-09-12 22시,야간,화요일,차대차,추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,승용차,화물차,화물차,1,0,5,2,2
안산시,2017,2017-09-12 21시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
가평군,2017,2017-09-12 20시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
용인시,2017,2017-09-12 16시,주간,화요일,차대차,기타,안전운전 의무 불이행,교차로,교차로내,승합차,승합차,자전거,자전거,1,0,1,0,0
고양시,2017,2017-09-12 08시,주간,화요일,차대사람,횡단중,신호위반,교차로,교차로부근,승합차,승합차,보행자,보행자,1,0,1,0,0
성남시,2017,2017-09-12 05시,야간,화요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
광주시,2017,2017-09-12 05시,야간,화요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안산시,2017,2017-09-11 23시,야간,월요일,차대사람,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안성시,2017,2017-09-11 20시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,보행자,보행자,1,0,1,0,0
안성시,2017,2017-09-11 19시,야간,월요일,차대사람,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,보행자,보행자,1,0,1,0,0
남양주시,2017,2017-09-11 05시,야간,월요일,차대차,기타,신호위반,교차로,교차로내,승합차,승합차,화물차,화물차,1,0,2,0,1
부천시,2017,2017-09-11 04시,야간,월요일,차량단독,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,없음,없음,1,0,1,0,0
양평군,2017,2017-09-09 23시,야간,토요일,차대차,정면충돌,중앙선 침범,교차로,교차로내,승용차,승용차,승용차,승용차,1,1,2,0,0
